database_complete_detailed
Plant ID,Common Name,Scientific Name,Family,Arabic Name,Difficulty,Type,Pet Safe,Watering (Full),Light Requirement,Light Description,Soil Type,Temperature Range,Humidity,Fertilizer,Plant Info (English),Plant Info (Arabic),Cairo Suitability,Summer Care,Winter Care,Image URL
ghost_plant,Ghost Plant,Graptopetalum paraguayense,Crassulaceae,نبات الشبح,beginner,succulent,yes,bi_weekly: Water thoroughly when soil is completely dry. Very drought tolerant.,bright_indirect,Bright light with some direct sun for best color. Can handle partial shade.,cactus_mix,10-35°C (optimal: 21°C),low,monthly_diluted,Silvery-gray rosette succulent with pearlescent leaves. Very easy care and propagates readily.,عصاري وردي فضي رمادي بأوراق لؤلؤية. سهل العناية جداً ويتكاثر بسهولة.,excellent,Thrives in heat. Water sparingly. Can handle full outdoor sun with acclimation.,Very minimal watering. Can tolerate cool temperatures.,https://kaynuna.co/cdn/shop/files/0DD51804-768A-4CB8-B3A0-6672309D6DE8.jpg
golden_pothos,Golden Pothos,Epipremnum aureum,Araceae,بوتوس ذهبي,beginner,tropical,no,weekly: Water when top 2-3cm of soil is dry. Very forgiving with watering.,bright_indirect,"Adapts to various light conditions, golden variegation best in brighter light",well_draining,16-30°C (optimal: 24°C),medium,monthly_growing_season,"Golden Pothos is one of the most famous and easiest indoor ornamental plants to care for. It is characterized by heart-shaped green leaves speckled with golden yellow. Known for its excellent ability to purify the air and remove toxins. It grows quickly and can be grown in water or soil, making it perfect for beginners. Tolerates low light conditions and does not require much care.",نبات البوتوس الذهبي من أشهر نباتات الزينة الداخلية وأسهلها في العناية. يتميز بأوراقه القلبية الخضراء المرقطة باللون الأصفر الذهبي. يُعرف بقدرته الممتازة على تنقية الهواء وإزالة السموم. ينمو بسرعة ويمكن زراعته في الماء أو التربة، مما يجعله مثالياً للمبتدئين. يتحمل ظروف الإضاءة المنخفضة ولا يحتاج إلى عناية كثيرة.,excellent,"Increase watering frequency, provide humidity through misting","Reduce watering, avoid cold drafts",https://kaynuna.co/cdn/shop/files/Golden_Pothos.jpg
grape_ivy,Grape Ivy,Cissus rhombifolia,Vitaceae,لبلاب العنب,beginner,vine,yes,weekly: Water when top soil is dry. Tolerates occasional neglect.,bright_indirect,Adapts to various light conditions. Grows faster in brighter light.,well_draining,16-27°C (optimal: 21°C),medium,monthly_growing_season,Easy-care trailing vine with glossy compound leaves. Excellent for hanging baskets.,كرمة متدلية سهلة العناية بأوراق مركبة لامعة. ممتاز للسلال المعلقة.,excellent,Regular watering. Occasional misting appreciated.,Reduce watering. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/image_41f3de13-824e-4c11-aadb-b7fa58b187e6.heic?v=1728421991&width=1346
green_castle_cactus,Green Castle Cactus,Cereus sp.,Cactaceae,صبار القلعة الخضراء,beginner,cactus,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-35°C (optimal: 22°C),low,rarely,Green Castle Cactus - Cereus 'Green Castle'. Low-maintenance plant perfect for beginners. Requires minimal watering.,صبار القلعة الخضراء - Cereus 'Green Castle'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. سهل العناية ولا يحتاج للكثير من الماء. مثالي للمبتدئين.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/GreenCastleCactus.jpg?v=1764594889&width=1946
grey_ghost_cactus,Grey Ghost Cactus,Opuntia microdasys,Cactaceae,صبار الشبح الرمادي,beginner,succulent,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-40°C (optimal: 25°C),low,rarely,"The Grey Ghost Cactus is a rare variety of Opuntia characterized by its beautiful silvery-gray color and soft white spines. It is a wonderful desert plant that adds a unique touch to a cactus collection, easy to care for and perfect for the Egyptian climate.",صبار الشبح الرمادي هو صنف نادر من الأوبنتيا يتميز بلونه الرمادي الفضي الجميل وأشواكه البيضاء الناعمة. إنه نبات صحراوي رائع يضيف لمسة فريدة لمجموعة الصباريات، وهو سهل العناية ومثالي للمناخ المصري.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/IMG-20241111-WA0098_2.jpg?v=1731587100&width=823
guzmania,Scarlet Star,Guzmania lingulata,Bromeliaceae,نجمة قرمزية,intermediate,bromeliad,yes,weekly: Fill central cup with water. Change water weekly. Keep soil barely moist.,bright_indirect,Bright indirect light. Direct sun fades flower color.,orchid_bark_mix,18-27°C (optimal: 22°C),high,monthly_diluted_spray,Stunning bromeliad with long-lasting colorful flower bracts. Central cup holds water.,بروميلياد مذهل بقنابات زهرية ملونة تدوم طويلاً. الكوب المركزي يحمل الماء.,moderate,Challenging in dry heat. Needs high humidity. Mist frequently and keep cup filled.,Easier in cooler months. Maintain warmth and humidity.,https://kaynuna.co/cdn/shop/files/IMG_6383.jpg
haworthia_limifolia,Haworthia Limifolia,Haworthia limifolia,Asphodelaceae,هاوورثيا ليميفوليا,beginner,succulent,yes,every_2_weeks: Water moderately during growing season. Let soil dry completely between waterings. Avoid water on leaves.,bright_indirect,Prefers bright indirect light. Can tolerate gentle morning sun. Too much direct sun can cause leaf burn.,well_draining,10-35°C (optimal: 22°C),low,quarterly,"Haworthia Limifolia - Distinctive succulent with deeply ridged, textured leaves forming a rosette. Fascinating architectural plant. Perfect for small spaces and succulent collections.",هاوورثيا ليميفوليا - نبات عصاري مميز بأوراق محززة عميقاً ذات نسيج يشكل وردة. نبات معماري رائع. مثالي للمساحات الصغيرة ومجموعات العصاريات.,excellent,Keep in bright indirect light during Cairo summers (35-40°C). Avoid afternoon sun. Water every 2-3 weeks. Good air circulation important.,Excellent for Cairo winters (10-20°C). Enter semi-dormancy. Reduce watering to once a month. Keep in bright spot.,https://plantcultcairo.com/cdn/shop/files/haworthia_limi.png?v=1761555383
haworthia_mucronata,Haworthia Mucronata,Haworthia mucronata,Asphodelaceae,هاوورثيا موكروناتا,beginner,succulent,yes,every_2_weeks: Water thoroughly but infrequently. Allow soil to dry completely. More drought-tolerant than most Haworthias.,bright_indirect,Prefers bright indirect light. Can handle more sun than other Haworthias. Leaves may take on bronze tint in bright light.,well_draining,10-35°C (optimal: 24°C),low,quarterly,"Haworthia Mucronata - Attractive succulent with pointed, upright leaves forming symmetrical rosettes. White tubercles along leaf edges. Hardy and beginner-friendly.",هاوورثيا موكروناتا - نبات عصاري جذاب بأوراق مدببة منتصبة تشكل وريدات متماثلة. درنات بيضاء على حواف الأوراق. قوي ومناسب للمبتدئين.,excellent,More sun-tolerant than other Haworthias for Cairo summers (35-40°C). Can be placed outdoors in partial shade. Water every 2-3 weeks.,Very resilient in Cairo winters (10-20°C). Reduce watering to monthly. Can tolerate cooler temperatures well. Perfect for balconies.,https://plantcultcairo.com/cdn/shop/files/WhatsAppImage2025-10-26at5.29.19PM_1.jpg?v=1761500772
haworthia_zebra,Zebra Haworthia,Haworthiopsis attenuata,Asphodelaceae,هاوورثيا الزيبرا,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. More tolerant of underwatering than overwatering. Water from bottom if possible.,bright_indirect,Thrives in bright indirect light. Some direct morning sun beneficial. Leaves may redden in very bright light (stress coloring).,well_draining,10-32°C (optimal: 22°C),low,quarterly,Zebra Haworthia - Charming small succulent with distinctive white stripes on dark green leaves. Forms compact rosettes. One of the most popular and easy-care succulents.,هاوورثيا الزيبرا - نبات عصاري صغير جذاب بخطوط بيضاء مميزة على أوراق خضراء داكنة. يشكل وريدات مدمجة. أحد أشهر العصاريات وأسهلها عناية.,excellent,Place in bright spot with indirect light during Cairo summers (35-40°C). East-facing window ideal. Water every 2 weeks. Protect from harsh afternoon sun.,Perfect for Cairo winters (10-20°C). Growth slows naturally. Water every 3-4 weeks. Makes excellent desk or windowsill plant.,https://plantcultcairo.com/cdn/shop/files/IMG-20241111-WA0094_3.jpg?v=1731582186
imperial_red_philodendron,Imperial Red Philodendron,Philodendron 'Imperial Red',Araceae,فيلودندرون إمبريال أحمر,beginner,tropical,no,weekly: Water when top 2-3cm of soil is dry. Tolerant of occasional missed watering.,bright_indirect,Bright indirect light maintains red color in new growth. Tolerates lower light.,well_draining,16-30°C (optimal: 24°C),medium,monthly_growing_season,Stunning self-heading philodendron with glossy red-burgundy new leaves that mature to dark green.,فيلودندرون ذاتي التوجيه مذهل بأوراق جديدة حمراء-بورجوندي لامعة تنضج إلى أخضر داكن.,excellent,Regular watering. Benefits from occasional misting. Most vibrant color in warmer months.,Reduce watering. Protect from cold drafts. Red color less intense.,https://kaynuna.co/cdn/shop/files/philodendron_imperial_red.jpg
jade_plant,Jade Plant,Crassula ovata,Crassulaceae,نبات اليشم,beginner,succulent,no,every_2_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of light to thrive, can handle some direct sun",cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"Succulent with thick, glossy leaves. Loves lots of light and minimal water.",نبات عصاري بأوراق سميكة لامعة. يحب الضوء القوي والري القليل.,excellent,"Perfect for hot, sunny windows. Water when completely dry.",Reduce watering to once a month. Keep in brightest spot.,https://plantcultcairo.com/cdn/shop/products/WhatsAppImage2022-09-12at12.54.00.jpg?v=1663062046&width=1346
kentia_palm,Kentia Palm,Howea forsteriana,Arecaceae,نخيل كينتيا,intermediate,palm,yes,weekly: Keep soil evenly moist but not waterlogged.,bright_indirect,Bright indirect light essential,well_draining,15-30°C (optimal: 22°C),high,monthly,Kentia Palm - Howea forsteriana. Moderate care requirements with rewarding growth.,نخيل كينتيا - Howea forsteriana. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/calmkentia.jpg?v=1763482383&width=1946
lithops,Living Stones,Lithops spp.,Aizoaceae,حجارة حية,intermediate,succulent,yes,"monthly: Water only when wrinkled, typically 3-4 times per year. No water during dormancy.",bright_direct,Needs very bright light with several hours of direct sun.,very_well_draining_mineral,10-35°C (optimal: 24°C),low,rarely,Fascinating succulent that mimics stones. Requires very little water and excellent drainage.,عصاري مذهل يحاكي الحجارة. يحتاج ماء قليل جداً وتصريف ممتاز.,excellent,Thrives in heat and sun. Almost no water needed. Perfect for hot climate.,Dormancy period. No watering. Provide maximum light.,https://kaynuna.co/cdn/shop/files/Livingstone_8cm.jpg
lucky_bamboo,Lucky Bamboo,Dracaena sanderiana,Asparagaceae,خيزران الحظ,beginner,tropical,no,water_culture: Grows in water (change weekly) or moist soil. Use filtered/distilled water.,bright_indirect,Bright indirect light. Direct sun burns leaves.,water_or_well_draining,16-32°C (optimal: 22°C),medium,monthly_diluted_liquid,Not true bamboo but a Dracaena. Can grow in water or soil. Symbol of good fortune in Feng Shui.,ليس خيزران حقيقي بل دراسينا. ينمو في الماء أو التربة. رمز للحظ السعيد في فينج شوي.,excellent,Change water more frequently in heat. Keep out of direct sun.,Less frequent water changes. Maintain warmth.,https://kaynuna.co/cdn/shop/files/D4C1DB4A-5AE7-4B3D-92E1-184EEFC1F41F.jpg
madagascar_dragon_tree,Madagascar Dragon Tree,Dracaena marginata,Asparagaceae,شجرة التنين,beginner,tropical,no,bi_weekly: Allow soil to dry between waterings. Very drought tolerant.,bright_indirect,Prefers bright indirect light but adapts to lower light. Red edges fade in low light.,well_draining,16-32°C (optimal: 24°C),low,monthly_growing_season,Striking architectural plant with thin red-edged leaves. Very low-maintenance and drought tolerant.,نبات معماري مذهل بأوراق رفيعة ذات حواف حمراء. قليل الصيانة جداً ومتحمل للجفاف.,excellent,Can handle heat well. Water moderately. Tolerates dry air.,Minimal watering. Protects from cold drafts below 16°C.,https://kaynuna.co/cdn/shop/files/IMG_2254.jpg
madagascar_palm,Madagascar Palm,Pachypodium spp.,Apocynaceae,نخلة مدغشقر,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,A unique succulent plant that looks like a palm in appearance but is not a true palm. Characterized by a thick stem full of thorns and beautiful green leaves growing from the top. A slow-growing plant that withstands dry conditions and is perfect for sunny spaces.,نبات عصاري فريد من نوعه يشبه النخيل في مظهره ولكنه ليس نخلة حقيقية. يتميز بساق سميكة مليئة بالأشواك وأوراق خضراء جميلة تنمو من القمة. نبات بطيء النمو يتحمل الظروف الجافة ومثالي للمساحات المشمسة.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/WhatsAppImage2023-05-09at11.37.07AM.jpg?v=1748777911&width=823
maranta,Prayer Plant,Maranta leuconeura,Marantaceae,نبات الصلاة,intermediate,tropical,yes,weekly: Keep evenly moist. Loves humidity and regular watering.,medium_indirect,Bright indirect light. Burns in direct sun.,moisture_retaining,18-28°C (optimal: 23°C),high,monthly_growing_season,Beautiful prayer plant with patterned leaves. Folds leaves at night like praying hands.,نبات صلاة جميل بأوراق منقوشة. ينطوي الأوراق ليلاً كأيدي مصلية.,moderate,Needs high humidity. Use pebble trays and mist daily.,Keep warm. Easier to maintain humidity in winter.,https://kaynuna.co/cdn/shop/files/IMG_7133.jpg?v=1720950666&width=1346
monstera_deliciosa,Monstera Deliciosa,Monstera deliciosa,Araceae,مونستيرا ديليسيوزا,intermediate,tropical,no,weekly: Water when top 5cm of soil is dry. Prefers consistent moisture but not waterlogged.,bright_indirect,Bright indirect light for best fenestration development. Tolerates some shade.,well_draining,18-30°C (optimal: 25°C),high,monthly_growing_season,"Iconic tropical plant with large, fenestrated leaves. Creates a bold statement in any space.",نبات استوائي مميز بأوراق كبيرة مثقوبة. يضيف لمسة جريئة لأي مكان.,excellent,Increase humidity with misting 2-3 times weekly during Cairo's hot summer (35-40°C). Keep out of direct afternoon sun.,Reduce watering frequency. Perfect indoor temperature range (10-20°C). Avoid cold drafts from windows.,https://plantcultcairo.com/cdn/shop/products/WhatsAppImage2022-09-15at12.11.56.jpg?v=1747741755
moon_cactus,Moon Cactus,Gymnocalycium mihanovichii,Cactaceae,صبار القمر,beginner,succulent,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-40°C (optimal: 25°C),low,rarely,"The Moon Cactus is a stunning grafted plant characterized by its colorful spherical top (red, yellow, pink, orange) grafted onto a green base. One of the most popular cacti in interior decor due to its beautiful bright colors; it needs special care to maintain its vitality.",صبار القمر هو نبات مطعّم مذهل يتميز بقمته الكروية الملونة (أحمر، أصفر، وردي، برتقالي) المطعّمة على قاعدة خضراء. إنه من أكثر الصباريات شعبية في الديكور الداخلي بسبب ألوانه الزاهية الجميلة، ويحتاج لعناية خاصة للحفاظ على حيويته.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/Screenshot_2025-01-20_at_11.33.26_AM.png?v=1761558533&width=823
moonlight_cactus,Moonlight cactus,Selenicereus spp.,Cactaceae,صبار ضوء القمر,beginner,succulent,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-40°C (optimal: 25°C),low,rarely,"Moonlight Cactus is a wonderful desert plant belonging to the climbing cactus family, characterized by slender stems and the ability to bloom at night with beautiful fragrant white flowers. A distinctive plant that adds special character and is easy to care for in the Egyptian climate.",صبار ضوء القمر هو نبات صحراوي رائع ينتمي لعائلة الصباريات المتسلقة، يتميز بسيقانه النحيلة وإمكانية إزهاره ليلاً بأزهار بيضاء عطرة جميلة. إنه نبات مميز يضيف طابعاً خاصاً ويسهل العناية به في المناخ المصري.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/products/WhatsAppImage2023-02-15at1.15.11PM.jpg?v=1676461151&width=823
orchid,Orchid,Phalaenopsis hybrids,Orchidaceae,أوركيد,advanced,flowering,yes,twice_weekly: Keep soil consistently moist during blooming season.,bright_indirect,Bright indirect light for best flowering,well_draining,18-28°C (optimal: 23°C),high,monthly,Orchid - Phalaenopsis hybrid. Requires attentive care including proper humidity and watering.,أوركيد - هجين الفالينوبسيس. يتطلب عناية دقيقة بما في ذلك الرطوبة المناسبة والري المنتظم.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/IMG_1768_97bd2dd3-ac9c-4c7e-ac48-20bfac5f240a.jpg?v=1748884358&width=1946
peace_lily,Peace Lily,Spathiphyllum wallisii,Araceae,زنبق السلام,intermediate,flowering,no,"twice_weekly: Keep soil consistently moist, droops when thirsty.",medium_indirect,"Medium to low light, blooms more in brighter conditions",moisture_retaining,18-30°C (optimal: 24°C),high,monthly_growing_season,Peace Lily is one of the most beautiful flowering indoor ornamental plants. Characterized by its shiny green leaves and elegant white flowers resembling sails. Known for its excellent ability to purify the air from toxins. Blooms several times a year if conditions are right. Suitable for low-light places.,زنبق السلام من أجمل نباتات الزينة الداخلية المزهرة. يتميز بأوراقه الخضراء اللامعة وأزهاره البيضاء الأنيقة التي تشبه الأشرعة. يُعرف بقدرته الممتازة على تنقية الهواء من السموم. يزهر عدة مرات في السنة إذا توفرت له الظروف المناسبة. مناسب للأماكن ذات الإضاءة المنخفضة.,moderate,"Increase humidity, protect from AC, may need daily watering","Reduce watering slightly, maintain humidity with humidifier",https://kaynuna.co/cdn/shop/files/Peace_Lilly_Plant.jpg
peperomia_obtusifolia,Peperomia obtusifolia,Peperomia obtusifolia,Piperaceae,نبات المطاط الصغير,beginner,tropical,yes,"every_10_days: Water when top 5-7cm is dry. Thick leaves store water, so less is more.",bright_indirect,Adapts well to various light conditions. Grows more compact in brighter light.,well_draining,15-29°C (optimal: 22°C),medium,monthly_growing_season,"Succulent-like peperomia with thick, glossy dark green leaves. Compact and easy to care for.",بيبروميا شبيهة بالعصاريات بأوراق سميكة لامعة خضراء داكنة. صغيرة وسهلة العناية.,excellent,Very drought tolerant during Cairo summer (35-40°C). Water every 2 weeks max. Can handle some direct morning sun.,Reduce watering to every 3 weeks. Thrives in heated indoor spaces during Cairo winter (10-20°C). Very low maintenance.,https://plantcultcairo.com/cdn/shop/files/Screenshot2023-06-23at10.06.45AM.png?v=1690873677
peperomia_obtusifolia_variegated,Peperomia obtusifolia variegated,Peperomia obtusifolia,Piperaceae,نبات المطاط الصغير المتنوع,beginner,tropical,yes,every_10_days: Water when top 5-7cm is dry. Slightly more sensitive to overwatering than green variety.,bright_indirect,Needs brighter light than green variety to maintain variegation. Avoid direct sun.,well_draining,16-29°C (optimal: 23°C),medium,monthly_growing_season,Stunning variegated version with creamy white and green marbled leaves. Same easy care as green variety.,نسخة متنوعة مذهلة بأوراق رخامية خضراء وبيضاء كريمية. نفس العناية السهلة للنوع الأخضر.,excellent,Place in bright spot away from harsh Cairo sun (35-40°C). Water every 10-14 days. Variegation more vibrant with good light.,Perfect for bright indoor windowsills during Cairo winter (10-20°C). Water every 2-3 weeks. Variegation remains stable in cooler temps.,https://plantcultcairo.com/cdn/shop/products/NurseryPlasticPot_787f7813-54c3-4377-96b1-e95d0f005bad.jpg?v=1659350117
peperomia_rosso,Peperomia Rosso,Peperomia caperata,Piperaceae,بيبروميا روسو,beginner,tropical,yes,weekly: Water when top half of soil dries. Prefers to dry out between waterings. Avoid overwatering.,bright_indirect,Bright indirect light enhances red coloring. Tolerates medium light but colors fade.,well_draining,16-28°C (optimal: 22°C),medium,monthly_growing_season,Compact peperomia with deep green textured leaves and vibrant burgundy undersides. Perfect desktop plant.,بيبروميا صغيرة بأوراق خضراء داكنة منقوشة وجوانب سفلية حمراء نابضة. مثالية لسطح المكتب.,excellent,Water sparingly even in Cairo heat (35-40°C). Compact size makes it easy to move to cooler spots. Avoid afternoon sun.,Reduce watering significantly. Ideal for indoor Cairo winter (10-20°C). Keep away from heater vents.,https://plantcultcairo.com/cdn/shop/files/WhatsApp_Image_2025-10-26_at_10.28.30.jpg?v=1761554440
philodendron,Heart-leaf Philodendron,Philodendron hederaceum,Araceae,فيلودندرون,beginner,tropical,no,weekly: Water when top soil is dry. Very forgiving.,bright_indirect,"Adapts to various light conditions, grows faster in brighter light",well_draining,16-32°C (optimal: 24°C),medium,monthly_growing_season,Heartleaf Philodendron is one of the most famous climbing and hanging plants. Characterized by its shiny green heart-shaped leaves growing on long stems. Very easy to care for and withstands neglect. Grows quickly and can be shaped by pruning. Suitable for hanging pots or trellises. Known for its ability to purify the air.,الفيلودندرون القلبي من أشهر النباتات المتسلقة والمعلقة. يتميز بأوراقه القلبية الخضراء اللامعة التي تنمو على سيقان طويلة. سهل العناية جداً ويتحمل الإهمال. ينمو بسرعة ويمكن تشكيله بالتقليم. مناسب للأصص المعلقة أو التعريشات. يُعرف بقدرته على تنقية الهواء.,excellent,"Fast growth season, may need weekly watering and monthly fertilizing","Slower growth, reduce watering and stop fertilizing",https://kaynuna.co/cdn/shop/files/63A68211-4144-4D45-A499-AD6FC5457F58.jpg
philodendron_birkin,Philodendron Birkin,Philodendron 'Birkin',Araceae,فيلودندرون بيركن,beginner,foliage,no,weekly: Water when top 2 inches of soil are dry,bright_indirect,"Prefers bright indirect light, tolerates medium light",well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"A wonderful and distinctive variety of Philodendron with dark green leaves featuring beautiful creamy white stripes. An easy-care and relatively slow-growing plant, perfect for small spaces. Considered one of the most elegant and popular Philodendron varieties.",صنف رائع ومميز من الفيلودندرون بأوراق خضراء داكنة مع خطوط بيضاء كريمية جميلة. نبات سهل العناية وبطيء النمو نسبياً، مثالي للمساحات الصغيرة. يعتبر من أكثر أصناف الفيلودندرون أناقة وشعبية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://kaynuna.co/cdn/shop/files/05F21340-F725-4244-A93D-ADBE8FA63206.jpg?v=1757944341&width=1346
philodendron_imperial_lemon,Philodendron Imperial Lemon,Philodendron 'Imperial Lemon',Araceae,فيلودندرون إمبريال ليمون,beginner,foliage,no,weekly: Water when top 2 inches of soil are dry,bright_indirect,"Prefers bright indirect light, tolerates medium light",well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"A stunning variety of Philodendron characterized by large leaves with a bright lemon-yellow color when growing, then gradually turning green. An easy-care and fast-growing plant, adding vibrant color to interior spaces. Perfect for beginners.",صنف مذهل من الفيلودندرون يتميز بأوراقه الكبيرة ذات اللون الأصفر الليموني المشرق عند النمو ثم تتحول تدريجياً إلى الأخضر. نبات سهل العناية وسريع النمو، يضيف لوناً نابضاً بالحياة للمساحات الداخلية. مثالي للمبتدئين.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/20250415_150404.jpg?v=1744804521&width=823
philodendron_imperial_orange,Philodendron Imperial Orange,Philodendron 'Imperial Orange',Araceae,فيلودندرون إمبريال برتقالي,beginner,foliage,no,weekly: Water when top 2 inches of soil are dry,bright_indirect,"Prefers bright indirect light, tolerates medium light",well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"An exceptional variety of Philodendron with stunning copper-orange leaves when growing, gradually turning to dark green. An easy plant perfect for beginners, adding warm and attractive colors to interior decor. Its growth is dense and compact.",صنف استثنائي من الفيلودندرون بأوراق برتقالية نحاسية مذهلة عند النمو تتحول تدريجياً إلى أخضر داكن. نبات سهل ومثالي للمبتدئين يضيف ألواناً دافئة وجذابة للديكور الداخلي. نموه كثيف ومتراص.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/20250415_150309.jpg?v=1744804914&width=823
philodendron_tree,Philodendron Tree,Philodendron spp.,Araceae,فيلودندرون شجري,beginner,foliage,no,weekly: Water when top 2 inches of soil are dry,bright_indirect,"Prefers bright indirect light, tolerates medium light",well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"A type of non-climbing Philodendron that grows vertically like a small tree. Characterized by large attractive leaves growing from a central trunk. An easy-care and strong plant, perfect for adding height and presence to interior spaces.",نوع من الفيلودندرون غير المتسلق ينمو بشكل عمودي كالشجرة الصغيرة. يتميز بأوراق كبيرة وجذابة تنمو من جذع مركزي. نبات سهل العناية وقوي، مثالي لإضافة ارتفاع وحضور للمساحات الداخلية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,https://plantcultcairo.com/cdn/shop/files/WhatsAppImage2023-06-15at11.44.53AM.jpg?v=1705485767&width=823
philodendron_xanadu,Philodendron Xanadu,Philodendron xanadu,Araceae,فيلودندرون زانادو,beginner,tropical,no,weekly: Water when top 2-3cm of soil is dry. Forgiving with occasional neglect.,bright_indirect,Adapts to various light levels. Prefers bright indirect light for best growth.,well_draining,16-30°C (optimal: 24°C),medium,monthly_growing_season,Compact self-heading philodendron with deeply lobed leaves. Perfect for medium-sized spaces.,فيلودندرون مدمج ذاتي التوجيه بأوراق مفصصة بعمق. مثالي للمساحات المتوسطة.,excellent,Regular watering. Benefits from occasional misting.,Reduce watering. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/xanadu.jpg
pink_nerve_plant,Pink Nerve Plant,Fittonia albivenis,Acanthaceae,فيتونيا وردية,intermediate,foliage,yes,weekly: Water when top 2 inches are dry.,medium_indirect,Adapts to various light conditions,well_draining,15-30°C (optimal: 22°C),medium,monthly,"she stands out with bright green leaves traced with soft pink veins.  Care note: Fittonias are dramatic; they wilt when thirsty, then bounce back after a drink. care level: moderate, prefers bright indirect light and a steady routine.",نبات العصب الوردي (فيتونيا) يتميز بأوراق خضراء زاهية مخططة بعروق وردية ناعمة. ملاحظة العناية: الفيتونيا نبات درامي؛ تذبل بوضوح عندما تكون عطشى، ثم تنتعش فوراً بعد الري. مستوى العناية: متوسط، يفضل الضوء الساطع غير المباشر والروتين الثابت.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/IMG_5938.jpg?v=1759149070&width=1946
pink_poinsettia,Pink Poinsettia,Euphorbia pulcherrima,Euphorbiaceae,بنت القنصل الوردية,intermediate,flowering,no,twice_weekly: Keep soil consistently moist during blooming season.,bright_indirect,Bright indirect light for best flowering,well_draining,15-30°C (optimal: 22°C),high,monthly,Pink Poinsettia - Euphorbia pulcherrima 'Pink'. Moderate care requirements with rewarding growth.,بنت القنصل الوردية - Euphorbia pulcherrima 'Pink'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,https://kaynuna.co/cdn/shop/files/IMG_6334.jpg?v=1732118140&width=1946
