database_complete_detailed,,,,,,,,,,,,,,,,,,,,,
database_complete_detailed,,,,,,,,,,,,,,,,,,,,,
Plant ID,Common Name,Scientific Name,Genus,Family,Arabic Name,Difficulty,Type,Pet Safe,Watering (Full),Light Requirement,Light Description,Soil Type,Temperature Range,Humidity,Fertilizer,Plant Info (English),Plant Info (Arabic),Cairo Suitability,Summer Care,Winter Care,Image URL
haworthia_limifolia,Haworthia Limifolia,Haworthia limifolia,Haworthia,Asphodelaceae,هاوورثيا ليميفوليا,beginner,succulent,yes,every_2_weeks: Water moderately during growing season. Let soil dry completely between waterings. Avoid water on leaves.,bright_indirect,Prefers bright indirect light. Can tolerate gentle morning sun. Too much direct sun can cause leaf burn.,well_draining,10-35°C (optimal: 22°C),low,quarterly,"Haworthia Limifolia - Distinctive succulent with deeply ridged, textured leaves forming a rosette. Fascinating architectural plant. Perfect for small spaces and succulent collections.",هاوورثيا ليميفوليا - نبات عصاري مميز بأوراق محززة عميقاً ذات نسيج يشكل وردة. نبات معماري رائع. مثالي للمساحات الصغيرة ومجموعات العصاريات.,excellent,Keep in bright indirect light during Cairo summers (35-40°C). Avoid afternoon sun. Water every 2-3 weeks. Good air circulation important.,Excellent for Cairo winters (10-20°C). Enter semi-dormancy. Reduce watering to once a month. Keep in bright spot.,
haworthia_mucronata,Haworthia Mucronata,Haworthia mucronata,Haworthia,Asphodelaceae,هاوورثيا موكروناتا,beginner,succulent,yes,every_2_weeks: Water thoroughly but infrequently. Allow soil to dry completely. More drought-tolerant than most Haworthias.,bright_indirect,Prefers bright indirect light. Can handle more sun than other Haworthias. Leaves may take on bronze tint in bright light.,well_draining,10-35°C (optimal: 24°C),low,quarterly,"Haworthia Mucronata - Attractive succulent with pointed, upright leaves forming symmetrical rosettes. White tubercles along leaf edges. Hardy and beginner-friendly.",هاوورثيا موكروناتا - نبات عصاري جذاب بأوراق مدببة منتصبة تشكل وريدات متماثلة. درنات بيضاء على حواف الأوراق. قوي ومناسب للمبتدئين.,excellent,More sun-tolerant than other Haworthias for Cairo summers (35-40°C). Can be placed outdoors in partial shade. Water every 2-3 weeks.,Very resilient in Cairo winters (10-20°C). Reduce watering to monthly. Can tolerate cooler temperatures well. Perfect for balconies.,
haworthia_zebra,Zebra Haworthia,Haworthiopsis attenuata,Haworthiopsis,Asphodelaceae,هاوورثيا الزيبرا,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. More tolerant of underwatering than overwatering. Water from bottom if possible.,bright_indirect,Thrives in bright indirect light. Some direct morning sun beneficial. Leaves may redden in very bright light (stress coloring).,well_draining,10-32°C (optimal: 22°C),low,quarterly,Zebra Haworthia - Charming small succulent with distinctive white stripes on dark green leaves. Forms compact rosettes. One of the most popular and easy-care succulents.,هاوورثيا الزيبرا - نبات عصاري صغير جذاب بخطوط بيضاء مميزة على أوراق خضراء داكنة. يشكل وريدات مدمجة. أحد أشهر العصاريات وأسهلها عناية.,excellent,Place in bright spot with indirect light during Cairo summers (35-40°C). East-facing window ideal. Water every 2 weeks. Protect from harsh afternoon sun.,Perfect for Cairo winters (10-20°C). Growth slows naturally. Water every 3-4 weeks. Makes excellent desk or windowsill plant.,
imperial_red_philodendron,Imperial Red Philodendron,Philodendron 'Imperial Red',Philodendron,Araceae,فيلودندرون إمبريال أحمر,beginner,tropical,no,weekly: Water when top 2-3cm of soil is dry. Tolerant of occasional missed watering.,bright_indirect,Bright indirect light maintains red color in new growth. Tolerates lower light.,well_draining,16-30°C (optimal: 24°C),medium,monthly_growing_season,Stunning self-heading philodendron with glossy red-burgundy new leaves that mature to dark green.,فيلودندرون ذاتي التوجيه مذهل بأوراق جديدة حمراء-بورجوندي لامعة تنضج إلى أخضر داكن.,excellent,Regular watering. Benefits from occasional misting. Most vibrant color in warmer months.,Reduce watering. Protect from cold drafts. Red color less intense.,
jade_plant,Jade Plant,Crassula ovata,Crassula,Crassulaceae,نبات اليشم,beginner,succulent,no,every_2_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of light to thrive, can handle some direct sun",cactus_succulent,10-35°C (optimal: 22°C),low,rarely,"Succulent with thick, glossy leaves. Loves lots of light and minimal water.",نبات عصاري بأوراق سميكة لامعة. يحب الضوء القوي والري القليل.,excellent,"Perfect for hot, sunny windows. Water when completely dry.",Reduce watering to once a month. Keep in brightest spot.,
kentia_palm,Kentia Palm,Howea forsteriana,Howea,Arecaceae,نخيل كينتيا,intermediate,palm,yes,weekly: Keep soil evenly moist but not waterlogged.,bright_indirect,Bright indirect light essential,well_draining,15-30°C (optimal: 22°C),high,monthly,Kentia Palm - Howea forsteriana. Moderate care requirements with rewarding growth.,نخيل كينتيا - Howea forsteriana. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
lithops,Living Stones,Lithops spp.,Lithops,Aizoaceae,حجارة حية,intermediate,succulent,yes,"monthly: Water only when wrinkled, typically 3-4 times per year. No water during dormancy.",bright_direct,Needs very bright light with several hours of direct sun.,very_well_draining_mineral,10-35°C (optimal: 24°C),low,rarely,Fascinating succulent that mimics stones. Requires very little water and excellent drainage.,عصاري مذهل يحاكي الحجارة. يحتاج ماء قليل جداً وتصريف ممتاز.,excellent,Thrives in heat and sun. Almost no water needed. Perfect for hot climate.,Dormancy period. No watering. Provide maximum light.,
lucky_bamboo,Lucky Bamboo,Dracaena sanderiana,Dracaena,Asparagaceae,خيزران الحظ,beginner,tropical,no,water_culture: Grows in water (change weekly) or moist soil. Use filtered/distilled water.,bright_indirect,Bright indirect light. Direct sun burns leaves.,water_or_well_draining,16-32°C (optimal: 22°C),medium,monthly_diluted_liquid,Not true bamboo but a Dracaena. Can grow in water or soil. Symbol of good fortune in Feng Shui.,ليس خيزران حقيقي بل دراسينا. ينمو في الماء أو التربة. رمز للحظ السعيد في فينج شوي.,excellent,Change water more frequently in heat. Keep out of direct sun.,Less frequent water changes. Maintain warmth.,
madagascar_dragon_tree,Madagascar Dragon Tree,Dracaena marginata,Dracaena,Asparagaceae,شجرة التنين,beginner,tropical,no,bi_weekly: Allow soil to dry between waterings. Very drought tolerant.,bright_indirect,Prefers bright indirect light but adapts to lower light. Red edges fade in low light.,well_draining,16-32°C (optimal: 24°C),low,monthly_growing_season,Striking architectural plant with thin red-edged leaves. Very low-maintenance and drought tolerant.,نبات معماري مذهل بأوراق رفيعة ذات حواف حمراء. قليل الصيانة جداً ومتحمل للجفاف.,excellent,Can handle heat well. Water moderately. Tolerates dry air.,Minimal watering. Protects from cold drafts below 16°C.,
madagascar_palm,Madagascar Palm,Pachypodium spp.,Pachypodium,Apocynaceae,نخلة مدغشقر,beginner,succulent,yes,every_2_weeks: Water when soil is completely dry. Less in winter.,bright_indirect,Needs bright light to thrive,cactus_succulent,10-35°C (optimal: 22°C),low,rarely,A unique succulent plant that looks like a palm in appearance but is not a true palm. Characterized by a thick stem full of thorns and beautiful green leaves growing from the top. A slow-growing plant that withstands dry conditions and is perfect for sunny spaces.,نبات عصاري فريد من نوعه يشبه النخيل في مظهره ولكنه ليس نخلة حقيقية. يتميز بساق سميكة مليئة بالأشواك وأوراق خضراء جميلة تنمو من القمة. نبات بطيء النمو يتحمل الظروف الجافة ومثالي للمساحات المشمسة.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
maranta,Prayer Plant,Maranta leuconeura,Maranta,Marantaceae,نبات الصلاة,intermediate,tropical,yes,weekly: Keep evenly moist. Loves humidity and regular watering.,medium_indirect,Bright indirect light. Burns in direct sun.,moisture_retaining,18-28°C (optimal: 23°C),high,monthly_growing_season,Beautiful prayer plant with patterned leaves. Folds leaves at night like praying hands.,نبات صلاة جميل بأوراق منقوشة. ينطوي الأوراق ليلاً كأيدي مصلية.,moderate,Needs high humidity. Use pebble trays and mist daily.,Keep warm. Easier to maintain humidity in winter.,
monstera_deliciosa,Swiss Cheese Plant,Monstera deliciosa,Monstera,Araceae,نبات الجبن السويسري (القفص الصدري),intermediate,tropical,no,weekly: Water when top 5cm of soil is dry. Prefers consistent moisture but not waterlogged.,bright_indirect,Bright indirect light for best fenestration development. Tolerates some shade.,well_draining,18-30°C (optimal: 25°C),high,monthly_growing_season,"Iconic tropical plant with large, fenestrated leaves. Creates a bold statement in any space.",نبات استوائي مميز بأوراق كبيرة مثقوبة. يضيف لمسة جريئة لأي مكان.,excellent,Increase humidity with misting 2-3 times weekly during Cairo's hot summer (35-40°C). Keep out of direct afternoon sun.,Reduce watering frequency. Perfect indoor temperature range (10-20°C). Avoid cold drafts from windows.,
moon_cactus,Moon Cactus,Gymnocalycium mihanovichii,Gymnocalycium,Cactaceae,صبار القمر,beginner,succulent,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-40°C (optimal: 25°C),low,rarely,"The Moon Cactus is a stunning grafted plant characterized by its colorful spherical top (red, yellow, pink, orange) grafted onto a green base. One of the most popular cacti in interior decor due to its beautiful bright colors; it needs special care to maintain its vitality.",صبار القمر هو نبات مطعّم مذهل يتميز بقمته الكروية الملونة (أحمر، أصفر، وردي، برتقالي) المطعّمة على قاعدة خضراء. إنه من أكثر الصباريات شعبية في الديكور الداخلي بسبب ألوانه الزاهية الجميلة، ويحتاج لعناية خاصة للحفاظ على حيويته.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
moonlight_cactus,Moonlight cactus,Selenicereus spp.,Selenicereus,Cactaceae,صبار ضوء القمر,beginner,succulent,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-40°C (optimal: 25°C),low,rarely,"Moonlight Cactus is a wonderful desert plant belonging to the climbing cactus family, characterized by slender stems and the ability to bloom at night with beautiful fragrant white flowers. A distinctive plant that adds special character and is easy to care for in the Egyptian climate.",صبار ضوء القمر هو نبات صحراوي رائع ينتمي لعائلة الصباريات المتسلقة، يتميز بسيقانه النحيلة وإمكانية إزهاره ليلاً بأزهار بيضاء عطرة جميلة. إنه نبات مميز يضيف طابعاً خاصاً ويسهل العناية به في المناخ المصري.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
orchid,Orchid,Phalaenopsis hybrids,Phalaenopsis,Orchidaceae,أوركيد,advanced,flowering,yes,twice_weekly: Keep soil consistently moist during blooming season.,bright_indirect,Bright indirect light for best flowering,well_draining,18-28°C (optimal: 23°C),high,monthly,Orchid - Phalaenopsis hybrid. Requires attentive care including proper humidity and watering.,أوركيد - هجين الفالينوبسيس. يتطلب عناية دقيقة بما في ذلك الرطوبة المناسبة والري المنتظم.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
peace_lily,Peace Lily,Spathiphyllum wallisii,Spathiphyllum,Araceae,زنبق السلام,intermediate,flowering,no,"twice_weekly: Keep soil consistently moist, droops when thirsty.",medium_indirect,"Medium to low light, blooms more in brighter conditions",moisture_retaining,18-30°C (optimal: 24°C),high,monthly_growing_season,Peace Lily is one of the most beautiful flowering indoor ornamental plants. Characterized by its shiny green leaves and elegant white flowers resembling sails. Known for its excellent ability to purify the air from toxins. Blooms several times a year if conditions are right. Suitable for low-light places.,زنبق السلام من أجمل نباتات الزينة الداخلية المزهرة. يتميز بأوراقه الخضراء اللامعة وأزهاره البيضاء الأنيقة التي تشبه الأشرعة. يُعرف بقدرته الممتازة على تنقية الهواء من السموم. يزهر عدة مرات في السنة إذا توفرت له الظروف المناسبة. مناسب للأماكن ذات الإضاءة المنخفضة.,moderate,"Increase humidity, protect from AC, may need daily watering","Reduce watering slightly, maintain humidity with humidifier",
peperomia_obtusifolia,Baby Rubber Plant,Peperomia obtusifolia,Peperomia,Piperaceae,بيبروميا (كاوتشوك قزمي),beginner,tropical,yes,"every_10_days: Water when top 5-7cm is dry. Thick leaves store water, so less is more.",bright_indirect,Adapts well to various light conditions. Grows more compact in brighter light.,well_draining,15-29°C (optimal: 22°C),medium,monthly_growing_season,"Succulent-like peperomia with thick, glossy dark green leaves. Compact and easy to care for.",بيبروميا شبيهة بالعصاريات بأوراق سميكة لامعة خضراء داكنة. صغيرة وسهلة العناية.,excellent,Very drought tolerant during Cairo summer (35-40°C). Water every 2 weeks max. Can handle some direct morning sun.,Reduce watering to every 3 weeks. Thrives in heated indoor spaces during Cairo winter (10-20°C). Very low maintenance.,
peperomia_obtusifolia_variegated,Variegated Baby Rubber Plant,Peperomia obtusifolia,Peperomia,Piperaceae,بيبروميا مبرقشة,beginner,tropical,yes,every_10_days: Water when top 5-7cm is dry. Slightly more sensitive to overwatering than green variety.,bright_indirect,Needs brighter light than green variety to maintain variegation. Avoid direct sun.,well_draining,16-29°C (optimal: 23°C),medium,monthly_growing_season,Stunning variegated version with creamy white and green marbled leaves. Same easy care as green variety.,نسخة متنوعة مذهلة بأوراق رخامية خضراء وبيضاء كريمية. نفس العناية السهلة للنوع الأخضر.,excellent,Place in bright spot away from harsh Cairo sun (35-40°C). Water every 10-14 days. Variegation more vibrant with good light.,Perfect for bright indoor windowsills during Cairo winter (10-20°C). Water every 2-3 weeks. Variegation remains stable in cooler temps.,
peperomia_rosso,Peperomia Rosso,Peperomia caperata,Peperomia,Piperaceae,بيبروميا روسو,beginner,tropical,yes,weekly: Water when top half of soil dries. Prefers to dry out between waterings. Avoid overwatering.,bright_indirect,Bright indirect light enhances red coloring. Tolerates medium light but colors fade.,well_draining,16-28°C (optimal: 22°C),medium,monthly_growing_season,Compact peperomia with deep green textured leaves and vibrant burgundy undersides. Perfect desktop plant.,بيبروميا صغيرة بأوراق خضراء داكنة منقوشة وجوانب سفلية حمراء نابضة. مثالية لسطح المكتب.,excellent,Water sparingly even in Cairo heat (35-40°C). Compact size makes it easy to move to cooler spots. Avoid afternoon sun.,Reduce watering significantly. Ideal for indoor Cairo winter (10-20°C). Keep away from heater vents.,
philodendron,Heart-leaf Philodendron,Philodendron hederaceum,Philodendron,Araceae,فيلودندرون,beginner,tropical,no,weekly: Water when top soil is dry. Very forgiving.,bright_indirect,"Adapts to various light conditions, grows faster in brighter light",well_draining,16-32°C (optimal: 24°C),medium,monthly_growing_season,Heartleaf Philodendron is one of the most famous climbing and hanging plants. Characterized by its shiny green heart-shaped leaves growing on long stems. Very easy to care for and withstands neglect. Grows quickly and can be shaped by pruning. Suitable for hanging pots or trellises. Known for its ability to purify the air.,الفيلودندرون القلبي من أشهر النباتات المتسلقة والمعلقة. يتميز بأوراقه القلبية الخضراء اللامعة التي تنمو على سيقان طويلة. سهل العناية جداً ويتحمل الإهمال. ينمو بسرعة ويمكن تشكيله بالتقليم. مناسب للأصص المعلقة أو التعريشات. يُعرف بقدرته على تنقية الهواء.,excellent,"Fast growth season, may need weekly watering and monthly fertilizing","Slower growth, reduce watering and stop fertilizing",
philodendron_birkin,Philodendron Birkin,Philodendron 'Birkin',Philodendron,Araceae,فيلودندرون بيركن,beginner,foliage,no,weekly: Water when top 2 inches of soil are dry,bright_indirect,"Prefers bright indirect light, tolerates medium light",well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"A wonderful and distinctive variety of Philodendron with dark green leaves featuring beautiful creamy white stripes. An easy-care and relatively slow-growing plant, perfect for small spaces. Considered one of the most elegant and popular Philodendron varieties.",صنف رائع ومميز من الفيلودندرون بأوراق خضراء داكنة مع خطوط بيضاء كريمية جميلة. نبات سهل العناية وبطيء النمو نسبياً، مثالي للمساحات الصغيرة. يعتبر من أكثر أصناف الفيلودندرون أناقة وشعبية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
philodendron_imperial_lemon,Philodendron Imperial Lemon,Philodendron 'Imperial Lemon',Philodendron,Araceae,فيلودندرون إمبريال ليمون,beginner,foliage,no,weekly: Water when top 2 inches of soil are dry,bright_indirect,"Prefers bright indirect light, tolerates medium light",well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"A stunning variety of Philodendron characterized by large leaves with a bright lemon-yellow color when growing, then gradually turning green. An easy-care and fast-growing plant, adding vibrant color to interior spaces. Perfect for beginners.",صنف مذهل من الفيلودندرون يتميز بأوراقه الكبيرة ذات اللون الأصفر الليموني المشرق عند النمو ثم تتحول تدريجياً إلى الأخضر. نبات سهل العناية وسريع النمو، يضيف لوناً نابضاً بالحياة للمساحات الداخلية. مثالي للمبتدئين.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
philodendron_imperial_orange,Philodendron Imperial Orange,Philodendron 'Imperial Orange',Philodendron,Araceae,فيلودندرون إمبريال برتقالي,beginner,foliage,no,weekly: Water when top 2 inches of soil are dry,bright_indirect,"Prefers bright indirect light, tolerates medium light",well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"An exceptional variety of Philodendron with stunning copper-orange leaves when growing, gradually turning to dark green. An easy plant perfect for beginners, adding warm and attractive colors to interior decor. Its growth is dense and compact.",صنف استثنائي من الفيلودندرون بأوراق برتقالية نحاسية مذهلة عند النمو تتحول تدريجياً إلى أخضر داكن. نبات سهل ومثالي للمبتدئين يضيف ألواناً دافئة وجذابة للديكور الداخلي. نموه كثيف ومتراص.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
philodendron_tree,Philodendron Tree,Philodendron spp.,Philodendron,Araceae,فيلودندرون شجري,beginner,foliage,no,weekly: Water when top 2 inches of soil are dry,bright_indirect,"Prefers bright indirect light, tolerates medium light",well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"A type of non-climbing Philodendron that grows vertically like a small tree. Characterized by large attractive leaves growing from a central trunk. An easy-care and strong plant, perfect for adding height and presence to interior spaces.",نوع من الفيلودندرون غير المتسلق ينمو بشكل عمودي كالشجرة الصغيرة. يتميز بأوراق كبيرة وجذابة تنمو من جذع مركزي. نبات سهل العناية وقوي، مثالي لإضافة ارتفاع وحضور للمساحات الداخلية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
philodendron_xanadu,Philodendron Xanadu,Philodendron xanadu,Philodendron,Araceae,فيلودندرون زانادو,beginner,tropical,no,weekly: Water when top 2-3cm of soil is dry. Forgiving with occasional neglect.,bright_indirect,Adapts to various light levels. Prefers bright indirect light for best growth.,well_draining,16-30°C (optimal: 24°C),medium,monthly_growing_season,Compact self-heading philodendron with deeply lobed leaves. Perfect for medium-sized spaces.,فيلودندرون مدمج ذاتي التوجيه بأوراق مفصصة بعمق. مثالي للمساحات المتوسطة.,excellent,Regular watering. Benefits from occasional misting.,Reduce watering. Protect from cold drafts.,
pink_nerve_plant,Pink Nerve Plant,Fittonia albivenis,Fittonia,Acanthaceae,فيتونيا وردية,intermediate,foliage,yes,weekly: Water when top 2 inches are dry.,medium_indirect,Adapts to various light conditions,well_draining,15-30°C (optimal: 22°C),medium,monthly,"she stands out with bright green leaves traced with soft pink veins.  Care note: Fittonias are dramatic; they wilt when thirsty, then bounce back after a drink. care level: moderate, prefers bright indirect light and a steady routine.",نبات العصب الوردي (فيتونيا) يتميز بأوراق خضراء زاهية مخططة بعروق وردية ناعمة. ملاحظة العناية: الفيتونيا نبات درامي؛ تذبل بوضوح عندما تكون عطشى، ثم تنتعش فوراً بعد الري. مستوى العناية: متوسط، يفضل الضوء الساطع غير المباشر والروتين الثابت.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
pink_poinsettia,Pink Poinsettia,Euphorbia pulcherrima,Euphorbia,Euphorbiaceae,بنت القنصل الوردية,intermediate,flowering,no,twice_weekly: Keep soil consistently moist during blooming season.,bright_indirect,Bright indirect light for best flowering,well_draining,15-30°C (optimal: 22°C),high,monthly,Pink Poinsettia - Euphorbia pulcherrima 'Pink'. Moderate care requirements with rewarding growth.,بنت القنصل الوردية - Euphorbia pulcherrima 'Pink'. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,good,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
pink_syngonium,Pink Syngonium,Syngonium podophyllum,Syngonium,Araceae,سينجونيوم وردي,beginner,vine,no,weekly: Water when top 2 inches dry. Likes consistent moisture.,bright_indirect,Prefers bright indirect light but tolerates medium light,well_draining_potting,15-30°C (optimal: 22°C),high,monthly,"Pink Syngonium is a charming tropical climbing plant with delicate pink leaves mixed with green. One of the most beautiful and sought-after indoor ornamental plants. Fast-growing and easy to care for, it purifies the air and adds a soft romantic touch to decor. Can be grown as a climber or trailer. Pink shades vary from light to dark depending on light and care.",السينجونيوم الوردي نبات متسلق استوائي ساحر بأوراقه الوردية الرقيقة الممزوجة بالأخضر. من أجمل نباتات الزينة الداخلية وأكثرها طلباً. سريع النمو وسهل العناية، ينقي الهواء ويضيف لمسة رومانسية ناعمة للديكور. يمكن تربيته متسلقاً أو متدلياً. الألوان الوردية تتفاوت من الفاتح إلى الغامق حسب الإضاءة والعناية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
pittosporum,Mock Orange,Pittosporum,Pittosporum,Pittosporaceae,الياسمين الكاذب,intermediate,foliage,yes,weekly: Water when top 2 inches are dry,bright_indirect,Prefers bright indirect light,well_draining_potting,15-30°C (optimal: 22°C),medium,monthly,An evergreen shrub with attractive glossy leaves. Characterized by its dense growth and beautiful green leaves that may be variegated in some varieties. A medium-difficulty plant that adds beauty to interior spaces.,شجيرة دائمة الخضرة ذات أوراق جذابة ولامعة. تتميز بنموها الكثيف وأوراقها الخضراء الجميلة التي قد تكون مبرقشة في بعض الأصناف. نبات متوسط الصعوبة يضيف جمالاً للمساحات الداخلية.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
polka_dot_begonia,Polka Dot Begonia,Begonia maculata,Begonia,Begoniaceae,بيغونيا البولكا دوت,intermediate,tropical,no,weekly: Keep soil moist but not soggy. Water when top inch is dry.,bright_indirect,Bright indirect light essential. Direct sun burns leaves.,well_draining,18-27°C (optimal: 22°C),high,bi_weekly_growing_season,Stunning plant with silver-spotted leaves and red undersides. Produces white or pink flowers.,نبات مذهل بأوراق منقطة بالفضي وجوانب سفلية حمراء. ينتج أزهار بيضاء أو وردية.,moderate,Challenging in dry heat. Needs high humidity from humidifier or frequent misting.,Easier in cooler months. Maintain warmth and humidity.,
red_anthurium,Red Anthurium,Anthurium andraeanum,Anthurium,Araceae,أنثوريوم أحمر,intermediate,flowering,no,twice_weekly: Keep soil lightly moist but never soggy. Water when top 3-4cm feels dry.,bright_indirect,Bright indirect light for best flowering. Direct sun will scorch leaves.,well_draining,18-29°C (optimal: 24°C),high,monthly_growing_season,Stunning tropical plant with glossy red heart-shaped flowers. Blooms year-round with proper care.,نبات استوائي مذهل بأزهار حمراء لامعة على شكل قلب. يزهر طوال السنة مع العناية الصحيحة.,good,Mist daily during hot Cairo summer (35-40°C) to maintain high humidity. Place on pebble tray with water. Shield from direct sun.,Reduce misting to 2-3 times weekly. Maintain warmth (18-25°C). Move away from cold windows during Cairo's cooler nights (10-15°C).,
red_foxtail_cactus,Red Foxtail Cactus,Cleistocactus winteri,Cleistocactus,Cactaceae,صبار ذيل الثعلب الأحمر,beginner,succulent,yes,every_3_weeks: Water sparingly. Let soil dry completely between waterings.,bright_direct,"Needs lots of bright light, loves direct sun",cactus_succulent,10-40°C (optimal: 25°C),low,rarely,"Red Foxtail Cactus is a unique plant characterized by long tubular stems covered with soft red spines resembling fox tail fur. It is a perfect cactus for hanging baskets or elevated pots, adding distinctive texture and color to the place.",صبار ذيل الثعلب الأحمر هو نبات فريد يتميز بسيقانه الأنبوبية الطويلة المغطاة بأشواك حمراء ناعمة تشبه فراء ذيل الثعلب. إنه صبار مثالي للسلال المعلقة أو الأصص المرتفعة، ويضيف ملمساً ولوناً مميزاً للمكان.,good,Water regularly during hot Cairo summers. Protect from harsh afternoon sun.,Reduce watering in cooler months. Maintain in bright location.,
red_star,Red Star,Cordyline fruticosa,Cordyline,Asparagaceae,كوردلاين أحمر,beginner,tropical,no,weekly: Water when top 5-7cm of soil is dry. Keep soil slightly moist but not soggy. Reduce watering in winter.,bright_indirect,Thrives in bright indirect light. Morning sun is acceptable. Red color fades in low light.,well_draining,15-32°C (optimal: 24°C),medium,monthly_growing_season,Red Star Cordyline - Stunning tropical plant with vibrant red and pink striped leaves. Popular for adding dramatic color to indoor spaces. Easy to care for with moderate watering needs.,كوردلاين النجمة الحمراء - نبات استوائي مذهل بأوراق حمراء ووردية مخططة نابضة بالحياة. شائع لإضافة لون درامي للمساحات الداخلية. سهل العناية مع احتياجات ري معتدلة.,good,Protect from harsh afternoon sun. Increase watering frequency in heat (35-40°C). Mist leaves weekly to maintain humidity.,Reduce watering. Protect from cold drafts below 15°C. Keep away from heaters and air conditioning.,
ruby_peperomia,Ruby Peperomia,Peperomia graveolens,Peperomia,Piperaceae,بيبروميا الياقوت,beginner,tropical,yes,weekly: Water when top 2-3cm of soil is dry. Keep soil slightly moist.,bright_indirect,Prefers bright indirect light,well_draining,10-35°C (optimal: 22°C),medium,monthly,Ruby Peperomia - Peperomia graveolens. Easy-care plant perfect for beginners. Forgiving and adaptable.,بيبروميا الياقوت - Peperomia graveolens. نبات زينة داخلي جميل يضيف لمسة طبيعية للمكان. يحتاج لعناية منتظمة ومناسب للبيئة المصرية.,excellent,Increase watering frequency in Cairo's hot summer. Provide shade from direct afternoon sun.,Reduce watering in winter. Protect from cold drafts.,
sansevieria_eilensis,Sansevieria Eilensis,Sansevieria eilensis,Sansevieria,Asparagaceae,سانسيفيريا إيلينسيس,beginner,succulent,no,every_3_weeks: Water sparingly. Cylindrical leaves store water efficiently. Let soil dry completely between waterings.,bright_indirect,Prefers bright indirect light but extremely adaptable. Unique leaf structure creates interesting shadow patterns.,well_draining,12-40°C (optimal: 24°C),low,quarterly,"Sansevieria Eilensis - Unique variety with cylindrical, upright leaves. Compact growth habit. Rare and distinctive snake plant that's equally easy to care for.",سانسيفيريا إيلينسيس - نوع فريد بأوراق أسطوانية منتصبة. عادة نمو مدمجة. نبات سانسيفيريا نادر ومميز وسهل العناية بنفس القدر.,excellent,"Well-suited to Cairo's hot, dry summers (35-40°C). Natural desert origin makes it perfect for Cairo climate. Water every 3-4 weeks.",Thrives in Cairo winters (10-20°C). Minimal care needed. Water once a month. Perfect desk or shelf plant.,
satin_pothos,Satin Pothos,Scindapsus pictus,Scindapsus,Araceae,بوتوس ساتان,beginner,tropical,no,weekly: Water when top soil is dry. Tolerates occasional neglect.,bright_indirect,Bright indirect light for best variegation. Tolerates lower light.,well_draining,16-30°C (optimal: 22°C),medium,monthly_growing_season,Velvety leaves with silver variegation. Similar care to Pothos but slower growing.,أوراق مخملية بتنوع فضي. عناية مشابهة للبوتوس لكن نمو أبطأ.,excellent,Regular watering. Mist occasionally for humidity.,Reduce watering. Protect from cold drafts.,
